UniqueCourseSectionId,StudentId,FailureRisk,InProgressGrade,FinalGrade,Absences,Comments,SentToStudent,ReferForAssistance
course1,5094204,,,,,,0,0
course1,5094204,,,,,,0,0
course1,5094205,High,B,,1,test,0,0
course1,5094205,High,B,,1,test,0,0
course1,5094206,,,,,,0,0
course1,5094206,,,,,,0,0
course1,5094207,,,,,,0,0
course1,5094207,,,,,,0,0
course1,5094208,High,B,,1,test,1,0
course1,5094208,High,B,,1,test,1,0
course1,5094209,,,,,,0,0
course1,5094209,,,,,,0,0
course1,5094210,,,,,,0,0
course1,5094210,,,,,,0,0
course1,5094211,,,,,,0,0
course1,5094211,,,,,,0,0
course1,5094212,High,B,,1,test,1,0
course1,5094212,High,B,,1,test,1,0
course1,5094212,High,B,,1,test,0,0
course1,5094213,,,,,,0,0
course1,5094213,,,,,,0,0
course1,5094214,,,,,,0,0
course1,5094214,,,,,,0,0
course1,5094216,,,,,,0,0
course1,5094216,,,,,,0,0
course1,5094217,High,B,,1,test,1,0
course1,5094217,High,B,,1,test,1,0
course1,5094217,High,B,,1,test,0,0
course1,5094218,,,,,,0,0
course1,5094218,,,,,,0,0
course1,5094219,,,,,,0,0
course1,5094219,,,,,,0,0
course1,5094220,,,,,,0,0
course1,5094220,,,,,,0,0
course1,5094223,High,B,,1,test,1,0
course1,5094223,High,B,,1,test,1,0
course1,5094224,,,,,,0,0
course1,5094224,,,,,,0,0
course1,5094225,,,,,,0,0
course1,5094225,,,,,,0,0
course1,5094226,,,,,,0,0
course1,5094226,,,,,,0,0
course1,5094227,,,,,,0,0
course1,5094227,,,,,,0,0
course1,5094228,,,,,,0,0
course1,5094228,High,B,,1,test,0,0
course1,5094229,,,,,,0,0
course1,5094229,,,,,,0,0
course1,5094230,,,,,,0,0
course1,5094230,,,,,,0,0
course1,5094231,,,,,,0,0
course1,5094231,,,,,,0,0
course1,5094232,,,,,,0,0
course1,5094232,,,,,,0,0
course1,5094233,,,,,,0,0
course1,5094233,,,,,,0,0
course1,5094234,High,B,,1,test,1,0
course1,5094234,High,B,,1,test,1,0
course1,5094235,,,,,,0,0
course1,5094235,,,,,,0,0
course1,5094236,,,,,,0,0
course1,5094236,,,,,,0,0
course1,5094237,,,,,,0,0
course1,5094237,High,B,,1,test,0,0
course1,5094238,,,,,,0,0
course1,5094238,,,,,,0,0
course1,5094239,,,,,,0,0
course1,5094239,,,,,,0,0
course1,5094240,,,,,,0,0
course1,5094240,,,,,,0,0
course1,5094241,High,B,,1,test,1,0
course1,5094241,High,B,,1,test,1,0
course1,5094242,,,,,,0,0
course1,5094242,,,,,,0,0
course1,5094243,,,,,,0,0
course1,5094243,,,,,,0,0
course1,5094245,,,,,,0,0
course1,5094245,,,,,,0,0
course1,5094246,High,B,,1,test,1,0
course1,5094246,High,B,,1,test,1,0
course1,5094246,High,B,,1,test,0,0
course1,5094246,High,B,,1,test,1,0
course1,5094247,,,,,,0,0
course1,5094247,,,,,,0,0
course1,5094248,,,,,,0,0
course1,5094248,,,,,,0,0
course1,5094249,,,,,,0,0
course1,5094249,,,,,,0,0
course1,5094250,,,,,,0,0
course1,5094250,,,,,,0,0
course1,5094252,High,B,,1,test,0,0
course1,5094252,High,B,,1,test,0,0
course1,5094253,,,,,,0,0
course1,5094253,,,,,,0,0
course1,5094254,,,,,,0,0
course1,5094254,High,B,,1,test,0,0
course1,5094255,,,,,,0,0
course1,5094255,,,,,,0,0
course1,5094256,High,B,,1,test,1,0
course1,5094256,High,B,,1,test,1,0
course1,5094257,,,,,,0,0
course1,5094257,,,,,,0,0
course1,5094259,,,,,,0,0
course1,5094259,,,,,,0,0
course1,5094260,,,,,,0,0
course1,5094260,,,,,,0,0
course1,5094261,,,,,,0,0
course1,5094261,,,,,,0,0
course1,5094262,,,,,,0,0
course1,5094262,,,,,,0,0
course1,5094263,High,B,,1,test,1,0
course1,5094263,High,B,,1,test,0,0
course1,5094264,,,,,,0,0
course1,5094264,,,,,,0,0
course1,5094265,,,,,,0,0
course1,5094265,,,,,,0,0
course1,5094266,,,,,,0,0
course1,5094266,,,,,,0,0
course1,5094267,,,,,,0,0
course1,5094267,,,,,,0,0
course1,5094268,,,,,,0,0
course1,5094268,,,,,,0,0
course1,5094269,,,,,,0,0
course1,5094269,,,,,,0,0
course1,5094270,High,B,,1,test,1,0
course1,5094270,High,B,,1,test,0,0
course1,5094271,High,B,,1,test,1,0
course1,5094271,High,B,,1,test,1,0
course1,5094272,,,,,,0,0
course1,5094272,,,,,,0,0
course1,5094273,,,,,,0,0
course1,5094273,,,,,,0,0
course1,5094274,High,B,,1,test,1,0
course1,5094274,High,B,,1,test,1,0
course1,5094275,,,,,,0,0
course1,5094275,,,,,,0,0
course1,5094277,,,,,,0,0
course1,5094277,,,,,,0,0
course1,5094278,,,,,,0,0
course1,5094278,,,,,,0,0
course1,5094279,,,,,,0,0
course1,5094279,,,,,,0,0
course1,5094280,,,,,,0,0
course1,5094280,,,,,,0,0
course1,5094281,,,,,,0,0
course1,5094281,,,,,,0,0
course1,5094282,,,,,,0,0
course1,5094282,,,,,,0,0
course1,5094283,,,,,,0,0
course1,5094283,,,,,,0,0
course1,5094284,,,,,,0,0
course1,5094284,,,,,,0,0
course1,5094285,High,B,,1,test,1,0
course1,5094285,High,B,,1,test,0,0
course1,5094286,,,,,,0,0
course1,5094286,,,,,,0,0
course1,5094287,,,,,,0,0
course1,5094287,,,,,,0,0
course1,5094288,,,,,,0,0
course1,5094288,,,,,,0,0
course1,5094289,,,,,,0,0
course1,5094289,,,,,,0,0
course1,5094290,,,,,,0,0
course1,5094290,,,,,,0,0
course1,5094291,,,,,,0,0
course1,5094291,,,,,,0,0
course1,5094292,High,B,,1,test,0,0
course1,5094292,High,B,,1,test,0,0
course1,5094293,Low,,,,,0,0
course1,5094293,Low,,,,,0,0
course1,5094293,High,B,,1,test,0,0
course1,5094294,,,,,,0,0
course1,5094294,,,,,,0,0
course1,5094295,High,B,,1,test,1,0
course1,5094295,High,B,,1,test,1,0
course1,5094296,,,,,,0,0
course1,5094296,,,,,,0,0
course1,5094297,High,B,,1,test,0,0
course1,5094297,High,B,,1,test,0,0
course1,5094298,High,B,,1,test,1,0
course1,5094298,High,B,,1,test,0,0
course1,5094299,,,,,,0,0
course1,5094299,,,,,,0,0
course1,5094300,,,,,,0,0
course1,5094300,,,,,,0,0
course1,5094301,High,B,,1,test,1,0
course1,5094301,High,B,,1,test,1,0
course1,5094302,,,,,,0,0
course1,5094302,,,,,,0,0
course1,5094303,,,,,,0,0
course1,5094303,,,,,,0,0
course1,5094304,,,,,,0,0
course1,5094304,,,,,,0,0
course1,5094305,High,B,,1,test,1,0
course1,5094305,High,B,,1,test,1,0
course1,5094306,High,B,,1,test,0,0
course1,5094306,High,B,,1,test,0,0
course1,5094307,,,,,,0,0
course1,5094307,,,,,,0,0
course1,5094308,,,,,,0,0
course1,5094308,,,,,,0,0
course1,5094309,,,,,,0,0
course1,5094309,,,,,,0,0
course1,5094310,High,B,,1,test,1,0
course1,5094310,High,B,,1,test,1,0
course1,5094310,High,B,,1,test,0,0
course1,5094311,,,,,,0,0
course1,5094311,,,,,,0,0
course1,5094312,,,,,,0,0
course1,5094312,,,,,,0,0
course1,5094313,High,B,,1,test,0,0
course1,5094313,High,B,,1,test,0,0
course1,5094314,High,B,,1,test,1,0
course1,5094314,High,B,,1,test,1,0
course1,5094314,High,B,,1,test,0,0
course1,5094315,,,,,,0,0
course1,5094315,,,,,,0,0
course1,5094316,,,,,,0,0
course1,5094316,,,,,,0,0
course1,5094317,,,,,,0,0
course1,5094317,,,,,,0,0
course1,5094318,,,,,,0,0
course1,5094318,,,,,,0,0
course1,5094319,,,,,,0,0
course1,5094319,,,,,,0,0
course1,5094320,,,,,,0,0
course1,5094320,,,,,,0,0
course1,5094321,,,,,,0,0
course1,5094321,,,,,,0,0
course1,5094322,,,,,,0,0
course1,5094322,,,,,,0,0
course1,5094324,High,B,,1,test,0,0
course1,5094324,High,B,,1,test,0,0
course1,5094325,,,,,,0,0
course1,5094325,,,,,,0,0
course1,5094326,,,,,,0,0
course1,5094326,,,,,,0,0
course1,5094327,,,,,,0,0
course1,5094327,,,,,,0,0
course1,5094329,,,,,,0,0
course1,5094329,,,,,,0,0
course1,5094330,,,,,,0,0
course1,5094330,,,,,,0,0
course1,5094331,,,,,,0,0
course1,5094331,,,,,,0,0
course1,5094332,,,,,,0,0
course1,5094332,,,,,,0,0
course1,5094333,High,B,,1,test,1,0
course1,5094333,High,B,,1,test,0,0
course1,5094334,,,,,,0,0
course1,5094334,,,,,,0,0
course1,5094335,,,,,,0,0
course1,5094335,,,,,,0,0
course1,5094337,,,,,,0,0
course1,5094337,,,,,,0,0
course1,5094338,,,,,,0,0
course1,5094338,,,,,,0,0
course1,5094339,,,,,,0,0
course1,5094339,,,,,,0,0
course1,5094340,High,B,,1,test,1,0
course1,5094340,High,B,,1,test,1,0
course1,5094341,,,,,,0,0
course1,5094341,,,,,,0,0
course1,5094342,,,,,,0,0
course1,5094342,,,,,,0,0
course1,5094344,,,,,,0,0
course1,5094344,,,,,,0,0
course1,5094345,,,,,,0,0
course1,5094345,,,,,,0,0
course1,5094346,,,,,,0,0
course1,5094346,,,,,,0,0
course1,5094347,High,B,,1,test,1,0
course1,5094347,High,B,,1,test,1,0
course1,5094348,,,,,,0,0
course1,5094348,,,,,,0,0
course1,5094350,,,,,,0,0
course1,5094350,,,,,,0,0
course1,5094351,,,,,,0,0
course1,5094351,,,,,,0,0
course1,5094352,,,,,,0,0
course1,5094352,,,,,,0,0
course1,5094353,,,,,,0,0
course1,5094353,,,,,,0,0
course1,5094354,,,,,,0,0
course1,5094354,,,,,,0,0
course1,5094355,,,,,,0,0
course1,5094355,,,,,,0,0
course1,5094356,,,,,,0,0
course1,5094356,,,,,,0,0
course1,5094357,,,,,,0,0
course1,5094357,,,,,,0,0
course1,5094358,High,B,,1,test,1,0
course1,5094358,High,B,,1,test,1,0
course1,5094359,,,,,,0,0
course1,5094359,,,,,,0,0
course1,5094360,,,,,,0,0
course1,5094360,,,,,,0,0
course1,5094361,,,,,,0,0
course1,5094361,,,,,,0,0
course1,5094362,,,,,,0,0
course1,5094362,,,,,,0,0
course1,5094363,,,,,,0,0
course1,5094363,,,,,,0,0
course1,5094364,,,,,,0,0
course1,5094364,,,,,,0,0
course1,5094365,,,,,,0,0
course1,5094365,High,B,,1,test,0,0
course1,5094366,,,,,,0,0
course1,5094366,,,,,,0,0
course1,5094367,,,,,,0,0
course1,5094367,,,,,,0,0
course1,5094368,,,,,,0,0
course1,5094368,,,,,,0,0
course1,5094369,,,,,,0,0
course1,5094369,,,,,,0,0
course1,5094370,,,,,,0,0
course1,5094370,,,,,,0,0
course1,5094371,,,,,,0,0
course1,5094371,,,,,,0,0
course1,5094372,,,,,,0,0
course1,5094372,,,,,,0,0
course1,5094373,,,,,,0,0
course1,5094373,,,,,,0,0
course1,5094374,,,,,,0,0
course1,5094374,,,,,,0,0
course1,5094375,,,,,,0,0
course1,5094375,,,,,,0,0
course1,5094376,High,B,,1,test,1,0
course1,5094376,High,B,,1,test,1,0
course1,5094376,High,B,,1,test,0,0
course1,5094377,,,,,,0,0
course1,5094377,,,,,,0,0
course1,5094378,,,,,,0,0
course1,5094378,,,,,,0,0
course1,5094379,High,B,,1,test,0,0
course1,5094379,High,B,,1,test,0,0
course1,5094380,,,,,,0,0
course1,5094380,,,,,,0,0
course1,5094381,High,B,,1,test,1,0
course1,5094381,High,B,,1,test,0,0
course1,5094382,,,,,,0,0
course1,5094382,,,,,,0,0
course1,5094383,,,,,,0,0
course1,5094383,,,,,,0,0
course1,5094384,,,,,,0,0
course1,5094384,,,,,,0,0
course1,5094385,High,B,,1,test,1,0
course1,5094385,High,B,,1,test,1,0
course1,5094386,,,,,,0,0
course1,5094386,,,,,,0,0
course1,5094387,,,,,,0,0
course1,5094387,,,,,,0,0
course1,5094388,,,,,,0,0
course1,5094388,,,,,,0,0
course1,5094389,,,,,,0,0
course1,5094389,,,,,,0,0
course1,5094390,,,,,,0,0
course1,5094390,,,,,,0,0
course1,5094391,,,,,,0,0
course1,5094391,,,,,,0,0
course1,5094392,,,,,,0,0
course1,5094392,,,,,,0,0
course1,5094393,,,,,,0,0
course1,5094393,,,,,,0,0
course1,5094394,,,,,,0,0
course1,5094394,,,,,,0,0
course1,5094395,,,,,,0,0
course1,5094395,,,,,,0,0
course1,5094397,High,B,,1,test,1,0
course1,5094397,High,B,,1,test,1,0
course1,5094397,High,B,,1,test,0,0
course1,5094398,,,,,,0,0
course1,5094398,,,,,,0,0
course1,5094399,,,,,,0,0
course1,5094399,,,,,,0,0
course1,5094400,,,,,,0,0
course1,5094400,,,,,,0,0
course1,5094401,,,,,,0,0
course1,5094401,,,,,,0,0
course1,5094402,High,B,,1,test,1,0
course1,5094402,High,B,,1,test,1,0
course1,5094402,High,B,,1,test,0,0
course1,5094403,,,,,,0,0
course1,5094403,,,,,,0,0
course1,5094404,,,,,,0,0
course1,5094404,,,,,,0,0
course1,5094405,,,,,,0,0
course1,5094405,,,,,,0,0
course1,5094406,High,B,,1,test,0,0
course1,5094406,High,B,,1,test,0,0
course1,5094407,Low,,,,,0,0
course1,5094407,Low,,,,,0,0
course1,5094407,High,B,,1,test,0,0
course1,5094408,,,,,,0,0
course1,5094408,,,,,,0,0
course1,5094409,,,,,,0,0
course1,5094409,,,,,,0,0
